"","Año","Area","Street"
"2445",2012,"Birmingham","gas st birmingham"
"2446",2012,"Birmingham","gas street"
"2447",2012,"Birmingham","gas street city centre"
"2448",2012,"Birmingham","gatecrashers"
"2449",2012,"Birmingham","grange road"
"2450",2012,"Birmingham","granville street city centre"
"2451",2012,"Birmingham","granville street off broad street birmingham"
"2452",2012,"Birmingham","great colmore street"
"2453",2012,"Birmingham","great hampton st birmingham"
"2454",2012,"Birmingham","guild close"
"2455",2012,"Birmingham","handsworth new road birmingham"
"2456",2012,"Birmingham","handsworth wood road"
"2457",2012,"Birmingham","hawthorns football ground"
"2458",2012,"Birmingham","heathfield avenue handsworth"
"2459",2012,"Birmingham","heathfield road lozells"
"2460",2012,"Birmingham","high street digbeth"
"2461",2012,"Birmingham","highgate street"
"2462",2012,"Birmingham","hill st"
"2463",2012,"Birmingham","hill street city centre"
"2464",2012,"Birmingham","holiday street handsworth"
"2465",2012,"Birmingham","holloway head"
"2466",2012,"Birmingham","hollyhead road handsworth birmingham"
"2467",2012,"Birmingham","holte end villa park"
"2468",2012,"Birmingham","horsefair street"
"2469",2012,"Birmingham","horsefair birmingham"
"2470",2012,"Birmingham","horsefair city centre"
"2471",2012,"Birmingham","horsefairs"
"2472",2012,"Birmingham","hurst st"
"2473",2012,"Birmingham","hurst st birmingham"
"2474",2012,"Birmingham","hurst steet birmingham"
"2475",2012,"Birmingham","hurst street birmingham city centre"
"2476",2012,"Birmingham","hurst street city centre"
"2477",2012,"Birmingham","hursyt street"
"2478",2012,"Birmingham","husrt street"
"2479",2012,"Birmingham","icknield port road"
"2480",2012,"Birmingham","icknield st"
"2481",2012,"Birmingham","island apartments"
"2482",2012,"Birmingham","islington row city centre"
"2483",2012,"Birmingham","ivy road"
"2484",2012,"Birmingham","ivy road handsworth"
"2485",2012,"Birmingham","john bright st"
"2486",2012,"Birmingham","kerryman public house digbeth"
"2487",2012,"Birmingham","kings road"
"2488",2012,"Birmingham","kings standing road"
"2489",2012,"Birmingham","kingstanding roadkingstanding"
"2490",2012,"Birmingham","ladywell walk"
"2491",2012,"Birmingham","ladywell walk arcadian"
"2492",2012,"Birmingham","ladywell walk city centre"
"2493",2012,"Birmingham","ladywell walk o/s ibis hotel city centre"
"2494",2012,"Birmingham","ladywell walk o/s sense nightclub"
"2495",2012,"Birmingham","ladywell walkcity centre"
"2496",2012,"Birmingham","ladywood ( road name u/k )"
"2497",2012,"Birmingham","landon street highgate"
"2498",2012,"Birmingham","livery street city centre"
"2499",2012,"Birmingham","lodge road"
"2500",2012,"Birmingham","lozells road birmingham"
"2501",2012,"Birmingham","ludgate hill birmingham"
"2502",2012,"Birmingham","main concourse bham new street"
"2503",2012,"Birmingham","main concourse new street station"
"2504",2012,"Birmingham","mcdonald st highgate"
"2505",2012,"Birmingham","mcdonalds û small heath"
"2506",2012,"Birmingham","mcdonalds cherry street birmingham"
"2507",2012,"Birmingham","middleway view"
"2508",2012,"Birmingham","mono bar arcadian"
"2509",2012,"Birmingham","n/k"
"2510",2012,"Birmingham","navigation st"
"2511",2012,"Birmingham","nechells park road"
"2512",2012,"Birmingham","new st"
"2513",2012,"Birmingham","new st station"
"2514",2012,"Birmingham","new st stn"
"2515",2012,"Birmingham","new street station birmingham"
"2516",2012,"Birmingham","new street birmingham"
"2517",2012,"Birmingham","new street city centre"
"2518",2012,"Birmingham","newtown drive newtown"
"2519",2012,"Birmingham","ninehva road"
"2520",2012,"Birmingham","nineva road handlworth"
"2521",2012,"Birmingham","ninevah road birmingham"
"2522",2012,"Birmingham","niniva road handsworth"
"2523",2012,"Birmingham","o/s bliss nightclub"
"2524",2012,"Birmingham","o/s bliss broad street"
"2525",2012,"Birmingham","o/s gatecrasher broad street"
"2526",2012,"Birmingham","o/s new street train station"
"2527",2012,"Birmingham","o/s ricco broad street"
"2528",2012,"Birmingham","o/s st martins hospital bull ring area"
"2529",2012,"Birmingham","o/s thornhill road police station"
"2530",2012,"Birmingham","o/s walkabout broad street"
"2531",2012,"Birmingham","o/s walkabout broad street birmingham"
"2532",2012,"Birmingham","o2 acadamybristol street"
"2533",2012,"Birmingham","o2 academy birmingham"
"2534",2012,"Birmingham","old snow hill"
"2535",2012,"Birmingham","outside arcadia centre city centre"
"2536",2012,"Birmingham","outside blissbroad street"
"2537",2012,"Birmingham","outside the village ph digbeth"
"2538",2012,"Birmingham","oxford street digbeth"
"2539",2012,"Birmingham","oxhill road handsworth birmingham"
"2540",2012,"Birmingham","paradise circus birmingham"
"2541",2012,"Birmingham","paradise circus city centre"
"2542",2012,"Birmingham","paradise forum"
"2543",2012,"Birmingham","park road"
"2544",2012,"Birmingham","park street"
"2545",2012,"Birmingham","peel street"
"2546",2012,"Birmingham","pershore street city centre"
"2547",2012,"Birmingham","pic's h/a"
"2548",2012,"Birmingham","platform 7 birmingham new street"
"2549",2012,"Birmingham","princip st"
"2550",2012,"Birmingham","prior queens way"
"2551",2012,"Birmingham","priory queensway"
"2552",2012,"Birmingham","priory square"
"2553",2012,"Birmingham","putney road handsworth"
"2554",2012,"Birmingham","queens way"
"2555",2012,"Birmingham","queens way birmingham city centre"
"2556",2012,"Birmingham","queslett road great barr"
"2557",2012,"Birmingham","rainbow bar digbeth birmingham"
"2558",2012,"Birmingham","rainbow warehouse club"
"2559",2012,"Birmingham","rea  street digbeth"
"2560",2012,"Birmingham","rea street city centre"
"2561",2012,"Birmingham","reception area of ibis hotel ladywell walk"
"2562",2012,"Birmingham","richmond road stechford"
"2563",2012,"Birmingham","rococco broad st birmingham"
"2564",2012,"Birmingham","rookery road"
"2565",2012,"Birmingham","rushden street ladywood"
"2566",2012,"Birmingham","sainsbury oldbury"
"2567",2012,"Birmingham","sheepcote street back of brindley place"
"2568",2012,"Birmingham","sherlock st"
"2569",2012,"Birmingham","sherlock st birmingham"
"2570",2012,"Birmingham","small brook queensway"
"2571",2012,"Birmingham","smallbrook queensway"
"2572",2012,"Birmingham","smallbrook queensway birmingham"
"2573",2012,"Birmingham","soho road"
"2574",2012,"Birmingham","soho road handsworth"
"2575",2012,"Birmingham","spical street"
"2576",2012,"Birmingham","spiceal street bullring"
"2577",2012,"Birmingham","springhill winson green"
"2578",2012,"Birmingham","st johns walk"
"2579",2012,"Birmingham","st martins church bullring"
"2580",2012,"Birmingham","st martins queensway"
"2581",2012,"Birmingham","st martins square city centre"
"2582",2012,"Birmingham","st phillips cathedral"
"2583",2012,"Birmingham","st phillips churchyard temple row"
"2584",2012,"Birmingham","star city"
"2585",2012,"Birmingham","star city birmingham"
"2586",2012,"Birmingham","stealhouse lane"
"2587",2012,"Birmingham","steelhouse lane"
"2588",2012,"Birmingham","steelhouse lane city centre"
"2589",2012,"Birmingham","steelhouse lane police station"
"2590",2012,"Birmingham","suffolk street queensway city centre"
"2591",2012,"Birmingham","summer row birmingham"
"2592",2012,"Birmingham","summer rowcity centre"
"2593",2012,"Birmingham","tanhouse fish bar"
"2594",2012,"Birmingham","tescos aston"
"2595",2012,"Birmingham","tescos new street"
"2596",2012,"Birmingham","tew park road handsworth"
"2597",2012,"Birmingham","the arcadian centre"
"2598",2012,"Birmingham","the bullring"
"2599",2012,"Birmingham","the review bar arcadian birmingham"
"2600",2012,"Birmingham","thimblemill road smethwick"
"2601",2012,"Birmingham","three shires oak road bearwood"
"2602",2012,"Birmingham","union passage"
"2603",2012,"Birmingham","union street city centre"
"2604",2012,"Birmingham","upper bull st o/s priory court"
"2605",2012,"Birmingham","upper dean st"
"2606",2012,"Birmingham","upper dean street birmingham"
"2607",2012,"Birmingham","vauxhall road neachells"
"2608",2012,"Birmingham","vicarage roadhandsworth"
"2609",2012,"Birmingham","vicarge road edgbaston"
"2610",2012,"Birmingham","victoria square"
"2611",2012,"Birmingham","victoria square step birmingham"
"2612",2012,"Birmingham","victoria square. city centre"
"2613",2012,"Birmingham","villa roadlozells"
"2614",2012,"Birmingham","wallface west bromwich"
"2615",2012,"Birmingham","waters street"
"2616",2012,"Birmingham","waverhill park handsworth"
"2617",2012,"Birmingham","waverly hill park"
"2618",2012,"Birmingham","wellington crescent handsworth birmingham"
"2619",2012,"Birmingham","west avenue handsworth wood"
"2620",2012,"Birmingham","whitmore st"
"2621",2012,"Birmingham","whitmore street bordesley green"
"2622",2012,"Birmingham","whitomore st"
"2623",2012,"Birmingham","willes road"
"2624",2012,"Birmingham","winson st"
"2625",2012,"Birmingham","witton lodge road erdington"
"2626",2012,"Birmingham","wright streetsmall heath"
"2627",2012,"Birmingham","wrottesley st"
"2628",2012,"Coventry","gosford st"
"2629",2012,"Coventry","albany ph"
"2630",2012,"Coventry","allard way coventry"
"2631",2012,"Coventry","allesley old rd coventry"
"2632",2012,"Coventry","allton road"
"2633",2012,"Coventry","ansty road"
"2634",2012,"Coventry","arena park  coventry"
"2635",2012,"Coventry","beake avneue"
"2636",2012,"Coventry","bedlam lane"
"2637",2012,"Coventry","bedlam road"
"2638",2012,"Coventry","birmingham international"
"2639",2012,"Coventry","birmingham international railway station"
"2640",2012,"Coventry","blackberry lane"
"2641",2012,"Coventry","bowers close"
"2642",2012,"Coventry","britannia hotel"
"2643",2012,"Coventry","broad park road"
"2644",2012,"Coventry","broadgate"
"2645",2012,"Coventry","calcott house chace avenue coventry"
"2646",2012,"Coventry","car park arena park"
"2647",2012,"Coventry","carmelite road"
"2648",2012,"Coventry","chace avenue police staion front office"
"2649",2012,"Coventry","clay lane"
"2650",2012,"Coventry","concourse sky dome"
"2651",2012,"Coventry","corporation street"
"2652",2012,"Coventry","coundon wedge drive coventry"
"2653",2012,"Coventry","coventry central police station"
"2654",2012,"Coventry","coventry oak ph"
"2655",2012,"Coventry","cox st coventry"
"2656",2012,"Coventry","croft road"
"2657",2012,"Coventry","croft road coventry"
"2658",2012,"Coventry","cross cheaping"
"2659",2012,"Coventry","cvfo"
"2660",2012,"Coventry","denham avenue"
"2661",2012,"Coventry","earlsdon street"
"2662",2012,"Coventry","elliman gardens"
"2663",2012,"Coventry","ellys road radford"
"2664",2012,"Coventry","far gosford street"
"2665",2012,"Coventry","flying standard"
"2666",2012,"Coventry","flying standard trinity street coventry"
"2667",2012,"Coventry","foleshill rd"
"2668",2012,"Coventry","foleshill road"
"2669",2012,"Coventry","foleshill road coventry"
"2670",2012,"Coventry","front office"
"2671",2012,"Coventry","front office car park little park st coventry"
"2672",2012,"Coventry","front office little park st  coventry"
"2673",2012,"Coventry","gosford street"
"2674",2012,"Coventry","gosford street coventry"
"2675",2012,"Coventry","grangemouth road"
"2676",2012,"Coventry","hale street"
"2677",2012,"Coventry","hales street"
"2678",2012,"Coventry","hampton road coventry"
"2679",2012,"Coventry","harnall lane west  coventry"
"2680",2012,"Coventry","harnell lane east"
"2681",2012,"Coventry","harper road coventry"
"2682",2012,"Coventry","heath road"
"2683",2012,"Coventry","hersal common"
"2684",2012,"Coventry","hertford street"
"2685",2012,"Coventry","hollybush ph"
"2686",2012,"Coventry","holyhead road coventry"
"2687",2012,"Coventry","homer road"
"2688",2012,"Coventry","jardine crescent"
"2689",2012,"Coventry","jordan well"
"2690",2012,"Coventry","jtn 5 coventry ring road"
"2691",2012,"Coventry","jubilee crescent"
"2692",2012,"Coventry","kasbah"
"2693",2012,"Coventry","kasbah night club coventry"
"2694",2012,"Coventry","kenilworth rd coventry"
"2695",2012,"Coventry","king william street coventry"
"2696",2012,"Coventry","little park st"
"2697",2012,"Coventry","little park st coventry"
"2698",2012,"Coventry","little park street"
"2699",2012,"Coventry","little park street city centre"
"2700",2012,"Coventry","longford"
"2701",2012,"Coventry","longford road"
"2702",2012,"Coventry","lower ford street"
"2703",2012,"Coventry","lower holyhead road coventry"
"2704",2012,"Coventry","lyndale road"
"2705",2012,"Coventry","ma front office"
"2706",2012,"Coventry","mafo"
"2707",2012,"Coventry","market way  coventry"
"2708",2012,"Coventry","marlcroft"
"2709",2012,"Coventry","masser road"
"2710",2012,"Coventry","mb front office"
"2711",2012,"Coventry","mcfo"
"2712",2012,"Coventry","meadow st"
"2713",2012,"Coventry","middlemarch road"
"2714",2012,"Coventry","middlemarch road radford coventry"
"2715",2012,"Coventry","mile lane"
"2716",2012,"Coventry","millennium place"
"2717",2012,"Coventry","moore street"
"2718",2012,"Coventry","murray road"
"2719",2012,"Coventry","new union street"
"2720",2012,"Coventry","outside cvfo"
"2721",2012,"Coventry","oxford street coventry"
"2722",2012,"Coventry","penny park lane"
"2723",2012,"Coventry","pensilva close hillfields"
"2724",2012,"Coventry","pool meadow bus station"
"2725",2012,"Coventry","pool meadow bus station  coventry"
"2726",2012,"Coventry","pool meadow police station coventry"
"2727",2012,"Coventry","primrose hill st coventry"
"2728",2012,"Coventry","primrose hill street"
"2729",2012,"Coventry","priory hall"
"2730",2012,"Coventry","quarry wood grove"
"2731",2012,"Coventry","quinton road"
"2732",2012,"Coventry","raglan street"
"2733",2012,"Coventry","ramada hotel"
"2734",2012,"Coventry","rear of clique hale street"
"2735",2012,"Coventry","rear yard coventry central police station"
"2736",2012,"Coventry","ricoh arena"
"2737",2012,"Coventry","riley square"
"2738",2012,"Coventry","ringway queens"
"2739",2012,"Coventry","roseberry avenue coventry"
"2740",2012,"Coventry","samuel vale house st nicholas street"
"2741",2012,"Coventry","sewall highway"
"2742",2012,"Coventry","sewell highway"
"2743",2012,"Coventry","sky dome"
"2744",2012,"Coventry","sky dome coventry"
"2745",2012,"Coventry","skydome"
"2746",2012,"Coventry","skydome carpark"
"2747",2012,"Coventry","skydome complex"
"2748",2012,"Coventry","skydome concourse"
"2749",2012,"Coventry","skydome concourse coventry"
"2750",2012,"Coventry","skydome concourse coventry city centre"
"2751",2012,"Coventry","skydome coventry"
"2752",2012,"Coventry","somerset road"
"2753",2012,"Coventry","spon st coventry"
"2754",2012,"Coventry","spon street"
"2755",2012,"Coventry","spon street  coventry"
"2756",2012,"Coventry","spon street coventry"
"2757",2012,"Coventry","st patricks road"
"2758",2012,"Coventry","st thomas road longford coventry"
"2759",2012,"Coventry","station square coventry"
"2760",2012,"Coventry","stoney  stanton rd"
"2761",2012,"Coventry","stoney stanton road"
"2762",2012,"Coventry","tamworth road"
"2763",2012,"Coventry","tanyard close tanyard farm coventry"
"2764",2012,"Coventry","tarquin close"
"2765",2012,"Coventry","taxi rank train station coventry"
"2766",2012,"Coventry","the burges"
"2767",2012,"Coventry","the burgess"
"2768",2012,"Coventry","the butts"
"2769",2012,"Coventry","the castle pub little park st coventry"
"2770",2012,"Coventry","the chesils"
"2771",2012,"Coventry","the flying standard public house"
"2772",2012,"Coventry","the grapes ph o/s"
"2773",2012,"Coventry","trafalgar  house"
"2774",2012,"Coventry","trinity st"
"2775",2012,"Coventry","trinity street"
"2776",2012,"Coventry","uhcw"
"2777",2012,"Coventry","university hospital"
"2778",2012,"Coventry","university hospital coventry"
"2779",2012,"Coventry","unniversity hospital coventry"
"2780",2012,"Coventry","upper spon street"
"2781",2012,"Coventry","victoria street"
"2782",2012,"Coventry","wallace rd"
"2783",2012,"Coventry","walsgrave hospital"
"2784",2012,"Coventry","walsgrave rd"
"2785",2012,"Coventry","walsgrave road"
"2786",2012,"Coventry","warwick rd"
"2787",2012,"Coventry","warwick row coventry"
"2788",2012,"Coventry","west avenue"
"2789",2012,"Coventry","willenhall lane"
"2790",2012,"Coventry","windsor st"
"2791",2012,"Coventry","winsor street"
"2792",2012,"Coventry","woodway lane coventry"
"2793",2012,"Coventry","wyken croft"
"2794",2012,"Coventry","yardley street"
"2795",2012,"Dudley","hagley road  halesowen"
"2796",2012,"Dudley","bachelor close"
"2797",2012,"Dudley","bearwood road  bearwood"
"2798",2012,"Dudley","bell st stourbridge"
"2799",2012,"Dudley","bhan road"
"2800",2012,"Dudley","bhps front office"
"2801",2012,"Dudley","birmingham new road"
"2802",2012,"Dudley","birmingham street stourbridge"
"2803",2012,"Dudley","bridfgnorth road stourbridge"
"2804",2012,"Dudley","brierley hill high street"
"2805",2012,"Dudley","bus station dudley"
"2806",2012,"Dudley","bus station merry hill centre"
"2807",2012,"Dudley","castle hill dudley"
"2808",2012,"Dudley","charles ave"
"2809",2012,"Dudley","church st b hill"
"2810",2012,"Dudley","church st stourbridge"
"2811",2012,"Dudley","cinder bank dudley"
"2812",2012,"Dudley","clifton ph sedgley"
"2813",2012,"Dudley","clydesdale tower"
"2814",2012,"Dudley","cobden street"
"2815",2012,"Dudley","corbett crescent stourbridge"
"2816",2012,"Dudley","coventry street"
"2817",2012,"Dudley","delph rd b hill"
"2818",2012,"Dudley","dingle road dudley"
"2819",2012,"Dudley","dudley bus station"
"2820",2012,"Dudley","dudley high street"
"2821",2012,"Dudley","dudley police station"
"2822",2012,"Dudley","envill street  stourbridge"
"2823",2012,"Dudley","enville street stourbridge"
"2824",2012,"Dudley","front office brierley hill police station"
"2825",2012,"Dudley","gaimage street"
"2826",2012,"Dudley","hagley road"
"2827",2012,"Dudley","hagley road stourbridge"
"2828",2012,"Dudley","halesowen bus station"
"2829",2012,"Dudley","halesowen police station"
"2830",2012,"Dudley","hall street dudley"
"2831",2012,"Dudley","harvester hagley road"
"2832",2012,"Dudley","high  street  brierley hill"
"2833",2012,"Dudley","high st bhill"
"2834",2012,"Dudley","high st dudley"
"2835",2012,"Dudley","high st stourbridge"
"2836",2012,"Dudley","high st b hill"
"2837",2012,"Dudley","high st lye"
"2838",2012,"Dudley","high street"
"2839",2012,"Dudley","high street  stourbridge"
"2840",2012,"Dudley","high street brierley hill"
"2841",2012,"Dudley","high street stourbridge"
"2842",2012,"Dudley","high street dudley"
"2843",2012,"Dudley","high street lye"
"2844",2012,"Dudley","highland road dudley"
"2845",2012,"Dudley","hill street brierley hill"
"2846",2012,"Dudley","hillside rd"
"2847",2012,"Dudley","home address"
"2848",2012,"Dudley","level street  brierley hill"
"2849",2012,"Dudley","lye high street"
"2850",2012,"Dudley","malvern crescent"
"2851",2012,"Dudley","market st kford"
"2852",2012,"Dudley","merry hill"
"2853",2012,"Dudley","new st"
"2854",2012,"Dudley","new st dudley"
"2855",2012,"Dudley","new street dudley"
"2856",2012,"Dudley","north street dudley"
"2857",2012,"Dudley","norton road"
"2858",2012,"Dudley","oakfield road wollescote"
"2859",2012,"Dudley","os bhps"
"2860",2012,"Dudley","overend rd"
"2861",2012,"Dudley","park road netherton"
"2862",2012,"Dudley","pedmore roadlye"
"2863",2012,"Dudley","quarry bank high street"
"2864",2012,"Dudley","queens way halesowen"
"2865",2012,"Dudley","springfield rd blackheath"
"2866",2012,"Dudley","st michaels street west bromwich"
"2867",2012,"Dudley","stourbridge high st"
"2868",2012,"Dudley","stourbridge high street"
"2869",2012,"Dudley","stourbridge town centre"
"2870",2012,"Dudley","sunderland drive amblecote"
"2871",2012,"Dudley","the forge cradley heath"
"2872",2012,"Dudley","tower st dudley"
"2873",2012,"Dudley","tower street dudley"
"2874",2012,"Dudley","trident centre dudley"
"2875",2012,"Dudley","wolverhampton street dudley"
"2876",2012,"Dudley","worcester st stourbridge"
"2877",2012,"Solihull","anchor lane"
"2878",2012,"Solihull","apres solihull town centre"
"2879",2012,"Solihull","aspen dr cwtc"
"2880",2012,"Solihull","bham international"
"2881",2012,"Solihull","bhx"
"2882",2012,"Solihull","bhx û terminal 1"
"2883",2012,"Solihull","birch croft"
"2884",2012,"Solihull","birmingham airport"
"2885",2012,"Solihull","birmingham international  airport"
"2886",2012,"Solihull","blossomfield road solihull"
"2887",2012,"Solihull","boldmere gate"
"2888",2012,"Solihull","bosworth drive"
"2889",2012,"Solihull","bp warwick rd olton"
"2890",2012,"Solihull","bradford road castle brom"
"2891",2012,"Solihull","burges"
"2892",2012,"Solihull","campden green"
"2893",2012,"Solihull","chapelhouse rd"
"2894",2012,"Solihull","chester rd"
"2895",2012,"Solihull","chester road castlebromwich"
"2896",2012,"Solihull","chester road kingshurst"
"2897",2012,"Solihull","churchill road solihull"
"2898",2012,"Solihull","clopton crescent"
"2899",2012,"Solihull","cooks lane chelmsley wood"
"2900",2012,"Solihull","drury lane"
"2901",2012,"Solihull","drury lane solihull"
"2902",2012,"Solihull","farthings ph   green lane"
"2903",2012,"Solihull","forth drive chelmsley wood"
"2904",2012,"Solihull","glebe road solihull"
"2905",2012,"Solihull","green lane  shirley"
"2906",2012,"Solihull","greville pub solihull birmingham"
"2907",2012,"Solihull","harvester pub solihull"
"2908",2012,"Solihull","heaton rd solihull"
"2909",2012,"Solihull","helmsford drive"
"2910",2012,"Solihull","helmswood drive"
"2911",2012,"Solihull","high st knowle"
"2912",2012,"Solihull","high st solihull"
"2913",2012,"Solihull","high street"
"2914",2012,"Solihull","high street  os hogs head"
"2915",2012,"Solihull","high street  solihull"
"2916",2012,"Solihull","high street solihull"
"2917",2012,"Solihull","homer road"
"2918",2012,"Solihull","homer road solihull"
"2919",2012,"Solihull","hurst lane north j/w green lane"
"2920",2012,"Solihull","kilcote road shirley"
"2921",2012,"Solihull","knowle park"
"2922",2012,"Solihull","lode lane solihull birmingham"
"2923",2012,"Solihull","london road"
"2924",2012,"Solihull","m42"
"2925",2012,"Solihull","mc donalds high st solihull"
"2926",2012,"Solihull","mell square"
"2927",2012,"Solihull","mortons dickens heath solihull"
"2928",2012,"Solihull","nec"
"2929",2012,"Solihull","o/s bangor house forth drive chelmsley wood"
"2930",2012,"Solihull","o/s hoggs head ph poplar road solihull"
"2931",2012,"Solihull","o/s hoggs head poplar way solihull"
"2932",2012,"Solihull","o/s kings high st solihull"
"2933",2012,"Solihull","o/s kings solihull"
"2934",2012,"Solihull","o/s langley hall social club langley hall rd olton"
"2935",2012,"Solihull","o/s touchwood centre poplar road solihull"
"2936",2012,"Solihull","olton railway station"
"2937",2012,"Solihull","olton tavern"
"2938",2012,"Solihull","os assembly rooms poplar road solihull"
"2939",2012,"Solihull","os masons ph high street solihull"
"2940",2012,"Solihull","os solihull hospital"
"2941",2012,"Solihull","outside the waterside bar"
"2942",2012,"Solihull","pine square chelsmley wood"
"2943",2012,"Solihull","plume of feathers public house stratford road shirley"
"2944",2012,"Solihull","poplar avenue solihull"
"2945",2012,"Solihull","poplar rd"
"2946",2012,"Solihull","poplar rd solihull"
"2947",2012,"Solihull","poplar rd solihull town cebtre"
"2948",2012,"Solihull","poplar rd solihull town centre"
"2949",2012,"Solihull","poplar rd town centre solihull"
"2950",2012,"Solihull","poplar road"
"2951",2012,"Solihull","poplar road solihull"
"2952",2012,"Solihull","poplar way"
"2953",2012,"Solihull","ppoplar road"
"2954",2012,"Solihull","premier inn stratford road"
"2955",2012,"Solihull","radlow crescent marston green"
"2956",2012,"Solihull","ramada hotel"
"2957",2012,"Solihull","rover drive"
"2958",2012,"Solihull","saddlers arms"
"2959",2012,"Solihull","shirral grove"
"2960",2012,"Solihull","solihull high street"
"2961",2012,"Solihull","solihull town centre"
"2962",2012,"Solihull","station rd solihull"
"2963",2012,"Solihull","station road"
"2964",2012,"Solihull","station road solihull"
"2965",2012,"Solihull","stratford road"
"2966",2012,"Solihull","stratford road shirley"
"2967",2012,"Solihull","the bear at berkswell"
"2968",2012,"Solihull","the cresent solihull"
"2969",2012,"Solihull","the radleys"
"2970",2012,"Solihull","three horseshoes sheldon"
"2971",2012,"Solihull","touchwood centre"
"2972",2012,"Solihull","warwick road"
"2973",2012,"Solihull","warwick road olton"
"2974",2012,"Solihull","warwick road solihull"
"2975",2012,"Solihull","widney lane/ blossomfield tennis club"
"2976",2012,"Sandwell","abraham darby public house"
"2977",2012,"Sandwell","all saints way west bromwich"
"2978",2012,"Sandwell","arcadian û birmingham"
"2979",2012,"Sandwell","asda great bridge"
"2980",2012,"Sandwell","bearwood high street"
"2981",2012,"Sandwell","bearwood rd"
"2982",2012,"Sandwell","bearwood road"
"2983",2012,"Sandwell","bet fred duchess park west bromwich"
"2984",2012,"Sandwell","betfred west bromwich"
"2985",2012,"Sandwell","bham street stourbridge"
"2986",2012,"Sandwell","birch road oldbury"
"2987",2012,"Sandwell","blackheath housing office"
"2988",2012,"Sandwell","bourne avenue tipton"
"2989",2012,"Sandwell","bridge st"
"2990",2012,"Sandwell","bridgnorth rd"
"2991",2012,"Sandwell","brook st"
"2992",2012,"Sandwell","burntree"
"2993",2012,"Sandwell","cape hill"
"2994",2012,"Sandwell","carters green west bromwich"
"2995",2012,"Sandwell","causeway rowley"
"2996",2012,"Sandwell","chapel street oldbury"
"2997",2012,"Sandwell","chip shop great bridge tipton"
"2998",2012,"Sandwell","church street old hill"
"2999",2012,"Sandwell","church street oldbury"
"3000",2012,"Sandwell","clairmint road smethwick"
"3001",2012,"Sandwell","claremont road smethwick"
"3002",2012,"Sandwell","clifford road"
"3003",2012,"Sandwell","collins street west bromwich"
"3004",2012,"Sandwell","cumberland road wednesbury"
"3005",2012,"Sandwell","delville terrace"
"3006",2012,"Sandwell","desi marsla west bromwich"
"3007",2012,"Sandwell","dilshad restaurant oldbury road blackheath"
"3008",2012,"Sandwell","dudley road"
"3009",2012,"Sandwell","dudley road east"
"3010",2012,"Sandwell","dudley road east tividale"
"3011",2012,"Sandwell","edward street west bromwich"
"3012",2012,"Sandwell","elm tree way cradley heath"
"3013",2012,"Sandwell","forge lane"
"3014",2012,"Sandwell","front office smethwick"
"3015",2012,"Sandwell","grange road cradley"
"3016",2012,"Sandwell","gregory avenue weoley castle"
"3017",2012,"Sandwell","h/a"
"3018",2012,"Sandwell","habberly road"
"3019",2012,"Sandwell","hagley road west"
"3020",2012,"Sandwell","haig street"
"3021",2012,"Sandwell","halesowen road cradley"
"3022",2012,"Sandwell","hannover road"
"3023",2012,"Sandwell","hanover road rowley regis"
"3024",2012,"Sandwell","harborne stores harborne"
"3025",2012,"Sandwell","hargate arms public house"
"3026",2012,"Sandwell","hasbury ph halesowen"
"3027",2012,"Sandwell","henderson way"
"3028",2012,"Sandwell","hermit street"
"3029",2012,"Sandwell","high st smethwick"
"3030",2012,"Sandwell","high st wb"
"3031",2012,"Sandwell","high st west brom"
"3032",2012,"Sandwell","high st west bromwich"
"3033",2012,"Sandwell","high street smethwick"
"3034",2012,"Sandwell","high street wednesbury"
"3035",2012,"Sandwell","high street west bromwich"
"3036",2012,"Sandwell","high street wollaston"
"3037",2012,"Sandwell","high streetm west brom"
"3038",2012,"Sandwell","hill top west bromwich"
"3039",2012,"Sandwell","holiday inn oldbury"
"3040",2012,"Sandwell","holly lane"
"3041",2012,"Sandwell","horseley heath"
"3042",2012,"Sandwell","horsley heath road"
"3043",2012,"Sandwell","johnson road"
"3044",2012,"Sandwell","king street dudley"
"3045",2012,"Sandwell","knights quest blackheath"
"3046",2012,"Sandwell","lakeside ph car park"
"3047",2012,"Sandwell","littleton street west bromwich"
"3048",2012,"Sandwell","londonderry lane"
"3049",2012,"Sandwell","londonderry rd"
"3050",2012,"Sandwell","long lane"
"3051",2012,"Sandwell","mallen st  oldbury"
"3052",2012,"Sandwell","market place dudley"
"3053",2012,"Sandwell","mcdonalds great bridge"
"3054",2012,"Sandwell","mill hill smethwick"
"3055",2012,"Sandwell","millfields road"
"3056",2012,"Sandwell","moor street"
"3057",2012,"Sandwell","moore street"
"3058",2012,"Sandwell","newton rd great barr"
"3059",2012,"Sandwell","nimth road dudley"
"3060",2012,"Sandwell","o/s hotel denara  bearwood"
"3061",2012,"Sandwell","old chapel rd"
"3062",2012,"Sandwell","oldbury road"
"3063",2012,"Sandwell","oldbury road oldbury"
"3064",2012,"Sandwell","peaks road"
"3065",2012,"Sandwell","pound road oldbury"
"3066",2012,"Sandwell","powke lane oldbury"
"3067",2012,"Sandwell","powys ave"
"3068",2012,"Sandwell","pritchard close"
"3069",2012,"Sandwell","queens road smethwick"
"3070",2012,"Sandwell","ragland road smethwick"
"3071",2012,"Sandwell","reform way"
"3072",2012,"Sandwell","regent court smethwick"
"3073",2012,"Sandwell","regent road tividale"
